filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
sample0.wav,0.6541794538497925,0.0378553681075573,2880.885078867297,2915.047613734233,6237.7003987630205,0.0655834056712963,-268.7269592285156,40.61024475097656,0.9363386631011963,36.24948501586914,11.03909969329834,18.96533966064453,4.733121871948242,15.264740943908691,1.313464641571045,7.568637371063232,10.77065658569336,6.270905017852783,2.9821712970733643,11.93311595916748,1.8312361240386963,7.248190402984619,2.8166606426239014,8.062336921691895,2.007939577102661,7.063614368438721,atlanticspotteddolphin
sample1.wav,0.6249388456344604,0.04987587779760361,2919.9340450218915,2802.1644452224914,6025.4587809244795,0.08962221498842593,-268.8687744140625,34.07754898071289,2.4742674827575684,44.57413101196289,8.016453742980957,20.709043502807617,-1.115772008895874,16.14377212524414,5.706325531005859,8.378336906433105,6.7335944175720215,9.17543888092041,2.209486246109009,10.975231170654297,1.712281584739685,9.395819664001465,2.9670207500457764,6.875521659851074,2.3219258785247803,7.850686073303223,atlanticspotteddolphin
sample10.wav,0.6431530714035034,0.0019842449110001326,4597.868019883398,3788.199158725911,9088.457234700521,0.0016276041666666667,-631.6914672851562,-18.631717681884766,29.683555603027344,0.11168727278709412,9.598860740661621,10.170672416687012,7.709783554077148,11.620598793029785,6.27552604675293,10.308958053588867,3.216907024383545,9.033202171325684,5.961822509765625,10.87948989868164,2.724257230758667,6.814898490905762,2.7608866691589355,7.7902750968933105,1.603449821472168,8.024151802062988,atlanticspotteddolphin
sample100.wav,0.6157649159431458,0.0021759760566055775,3806.062097156439,3416.9906967053575,7847.9054768880205,0.009245695891203705,-618.41552734375,-2.3667514324188232,23.906784057617188,9.71061897277832,2.1178393363952637,17.685077667236328,1.5885337591171265,15.246058464050293,3.7026124000549316,12.067102432250977,3.5992798805236816,8.104007720947266,5.925960540771484,8.866840362548828,3.934143543243408,6.359267711639404,3.8283329010009766,7.604620933532715,1.4987456798553467,8.214515686035156,atlanticspotteddolphin
sample101.wav,0.38893839716911316,0.04944419488310814,5202.05847338625,2518.4653643213087,7599.6754964192705,0.4447654441550926,-206.80645751953125,-11.732769966125488,35.774234771728516,40.14244842529297,-14.007513999938965,25.82587432861328,-0.813560962677002,17.591611862182617,2.1511754989624023,13.806121826171875,1.0442254543304443,9.845110893249512,6.290374279022217,4.158022880554199,5.9242329597473145,6.459134578704834,1.272156834602356,9.09389877319336,-0.24486924707889557,7.235782146453857,atlanticspotteddolphin
sample102.wav,0.35182711482048035,0.11652284115552902,5886.525858094963,2432.44450038532,8128.6346435546875,0.49207673249421297,-168.96343994140625,-44.52005386352539,57.440547943115234,35.10115432739258,-17.496023178100586,30.30662727355957,-0.059457212686538696,16.77105140686035,5.701292991638184,16.339086532592773,0.9400680065155029,14.0369873046875,5.303708553314209,6.3815693855285645,7.421170711517334,6.966257572174072,5.689538955688477,7.139969825744629,3.6141927242279053,9.189587593078613,atlanticspotteddolphin
sample103.wav,0.3599511981010437,0.06992258131504059,5831.118949135034,2403.39005835436,8006.4137776692705,0.49538393373842593,-214.16082763671875,-36.19243240356445,55.000370025634766,37.04719924926758,-13.265254020690918,29.42039680480957,1.719544529914856,16.951053619384766,1.5743463039398193,17.689802169799805,-1.942872405052185,12.884095191955566,4.861855506896973,4.190654754638672,6.5549235343933105,4.926069259643555,4.337637901306152,7.431496620178223,0.7012127041816711,8.06547737121582,atlanticspotteddolphin
sample104.wav,0.3796076476573944,0.07248196005821228,5546.829095483246,2346.3477141194853,7734.407552083333,0.4791463216145833,-200.443359375,-37.21970748901367,46.696876525878906,45.24370193481445,-21.422489166259766,27.71350860595703,2.723158121109009,12.238821983337402,1.4767999649047852,19.72185516357422,-3.3806614875793457,7.598419189453125,8.686537742614746,3.471381902694702,5.781215190887451,6.704713821411133,2.5298144817352295,10.009241104125977,-0.8136393427848816,8.142958641052246,atlanticspotteddolphin
sample105.wav,0.41191038489341736,0.06732745468616486,5772.4714534889445,2468.9065804112984,8123.101806640625,0.48344364872685186,-198.49505615234375,-35.49029541015625,47.984012603759766,33.52662658691406,-17.74637794494629,23.648143768310547,4.3954901695251465,11.819584846496582,-2.3404312133789062,18.591888427734375,-4.421291828155518,13.04073429107666,5.718082904815674,5.167632102966309,8.222149848937988,8.363656044006348,3.301475763320923,8.406289100646973,-0.3166590929031372,7.890704154968262,atlanticspotteddolphin
sample106.wav,0.37610718607902527,0.09613997489213943,5694.5365575898495,2341.5976367438534,7846.360270182292,0.4869859483506944,-189.98171997070312,-41.32432556152344,50.72938537597656,42.289241790771484,-17.113168716430664,27.47123146057129,-1.67277991771698,19.42161750793457,1.5289888381958008,14.957718849182129,1.329670786857605,13.363288879394531,4.116165637969971,4.905871868133545,8.320176124572754,5.113028049468994,3.8685591220855713,7.966403484344482,0.21457919478416443,8.426005363464355,atlanticspotteddolphin
sample107.wav,0.5169233679771423,0.043736472725868225,4591.8501168630155,2824.4740478101194,7625.1963297526045,0.2676979347511574,-244.14894104003906,-7.771991729736328,31.21159553527832,34.94111633300781,-1.1772887706756592,26.891294479370117,0.3408399522304535,17.71889877319336,0.8039097785949707,9.978156089782715,7.716213226318359,7.66733980178833,1.5025445222854614,9.579439163208008,3.721086025238037,6.7090325355529785,1.8724318742752075,8.165667533874512,1.0745452642440796,7.534913063049316,atlanticspotteddolphin
sample108.wav,0.6517353057861328,0.05049900710582733,2797.000799434445,2783.591886863985,5923.8739013671875,0.07956723813657407,-271.39019775390625,36.89864730834961,1.2130104303359985,45.07963562011719,9.135358810424805,18.24736976623535,-0.32706987857818604,16.301807403564453,5.483489513397217,8.625764846801758,5.835234642028809,9.867530822753906,2.9368467330932617,10.052994728088379,1.9356610774993896,9.483186721801758,2.391075611114502,7.042125225067139,2.5441222190856934,7.796225070953369,atlanticspotteddolphin
sample109.wav,0.6651142239570618,0.030471250414848328,3194.8274242325883,2812.770744812041,6362.363688151042,0.1080616138599537,-258.0935974121094,39.33108901977539,-0.5643497109413147,47.42686462402344,5.103097438812256,13.64686393737793,-0.3294188976287842,19.34172821044922,2.9707250595092773,6.801630020141602,9.589802742004395,5.73532772064209,4.18067741394043,12.376814842224121,0.16191546618938446,9.937172889709473,2.0165772438049316,6.490292549133301,3.790600538253784,7.112536907196045,atlanticspotteddolphin
sample11.wav,0.7084339261054993,0.001971679273992777,4053.156476666709,3701.5604700989084,8728.972371419271,0.0007052951388888889,-639.6602172851562,-12.81405258178711,24.129411697387695,6.445651531219482,5.481701374053955,11.710164070129395,8.207813262939453,8.810975074768066,8.23123550415039,10.05147647857666,3.2204670906066895,9.113475799560547,5.641386985778809,10.662768363952637,3.6077005863189697,6.538056373596191,2.429893970489502,7.90086555480957,1.9283066987991333,7.997244358062744,atlanticspotteddolphin
sample110.wav,0.6088632345199585,0.01839344948530197,3303.780650405775,2622.659982017357,6166.27197265625,0.13971399377893517,-339.2402038574219,33.337921142578125,-10.782203674316406,47.93928909301758,11.889420509338379,9.818510055541992,-5.25352144241333,17.232690811157227,8.389992713928223,6.097323894500732,3.073018789291382,7.731349468231201,6.922528266906738,8.00168514251709,-0.3863794803619385,11.031912803649902,1.4272714853286743,5.125364303588867,2.967306613922119,7.895991802215576,atlanticspotteddolphin
sample111.wav,0.39338648319244385,0.00217391992919147,6245.930543315249,2855.194203394779,9099.722290039062,0.3368055555555556,-571.318359375,-102.13229370117188,5.421096324920654,28.888586044311523,9.43022346496582,-0.10620611906051636,1.3870421648025513,10.009119987487793,3.510415554046631,10.803796768188477,-1.1924980878829956,8.389626502990723,2.6995086669921875,9.26711654663086,0.8718386292457581,7.716772079467773,3.078218698501587,10.042923927307129,1.2985379695892334,6.904999732971191,atlanticspotteddolphin
sample112.wav,0.33577245473861694,0.003388534067198634,6687.858223577986,2630.501934300378,9243.376668294271,0.5030517578125,-550.8346557617188,-117.67491149902344,9.654319763183594,24.73546028137207,13.326889991760254,1.4921287298202515,-1.8779573440551758,12.593829154968262,3.045441150665283,10.389068603515625,0.8560221195220947,6.480318069458008,4.358173370361328,9.317529678344727,0.6502516865730286,8.113203048706055,2.66218900680542,11.331768035888672,0.44446861743927,9.076533317565918,atlanticspotteddolphin
